key_map,health_damage,health_damage_range,crit_chance,
add_stats,3,1,0.05,
element_end
element_start,mmd_corpse_riposte,ActorDataEffects
target_effects,mmd_corpse_sporebound_buff_riposte_effect,
element_end



element_start,mmd_corpse_u,ActorDataClass
m_Tags,meat,
m_IsBattleComplete,True,
m_Size,1,
m_IsTickTriggerValid,True,
m_DeathRound,30,
m_TokenViewValid,False,
m_IsEffectsReasonValid,False,
element_end
element_start,mmd_corpse_u,ActorDataStats
key_map,health_max,speed,speed_number_of_turns,
add_stats,38,5,0,
sub_stat,resistance,stun,0.2,
sub_stat,resistance,blight,0.4,
sub_stat,resistance,bleed,0.2,
sub_stat,resistance,burn,0.1,
sub_stat,resistance,disease,0.4,
sub_stat,resistance,move,0.3,
sub_stat,resistance,debuff,0.1,
element_end
element_start,mmd_corpse_u,ActorDataEffects
spawn_effects,mmd_corpse_u_spawn_effect,mmd_corpse_sporebound_buff_spawn_effect,mmd_corpse_sporebound_buff_health_effect,
round_start_effects,mmd_corpse_u_turn_start_effect_1,mmd_corpse_u_turn_start_effect_2,mmd_corpse_u_turn_start_effect_3,mmd_corpse_u_turn_start_effect_4,
element_end
element_start,mmd_corpse_u_spawn_effect,Effect
m_Chance,1,
m_TokenAddId,deaths_door_armor,
m_TokenAddAmount,1,
m_ShowValue,False,
element_end
element_start,mmd_corpse_u_turn_start_effect_1,Effect
m_Chance,0.6,
m_TokenAddId,riposte,
m_TokenAddAmount,1,
m_ShowValue,False,
element_end
element_start,mmd_corpse_u_turn_start_effect_2,Effect
m_Chance,0.6,
m_TokenAddId,block,
m_TokenAddAmount,1,
m_ShowValue,False,
element_end
element_start,mmd_corpse_u_turn_start_effect_3,Effect
m_Chance,0.6,
m_TokenAddId,taunt,
m_TokenAddAmount,1,
m_ShowValue,False,
m_IgnoreResist,True,
element_end
element_start,mmd_corpse_u_turn_start_effect_4,Effect
m_Chance,0.6,
m_HealthHealPercent,0.1,
m_CritChance,0.05,
m_CritMultiplier,0.5,
element_end
element_start,mmd_corpse_u_attack,ActorDataSkill
m_IsFriendly,False,
launch_ranks,1,2,3,4,
target_ranks,1,2,3,4,
m_IsMultiHit,False,
m_CanBeRiposted,True,
m_AverageRankIgnored,False,
m_ValidActOutTypes,skill_before,skill_after,skill_additional,
m_Tags,melee,mmd_corpse_u_attack,
m_IsStallInvalidating,True,
element_end
element_start,mmd_corpse_u_attack,ActorDataStats
key_map,health_damage,health_damage_range,crit_chance,
add_stats,6,2,0.1,
element_end
element_start,mmd_corpse_u_riposte,ActorDataSkill
m_IsFriendly,False,
launch_ranks,1,2,3,4,
target_ranks,1,2,3,4,
m_IsMultiHit,False,
m_AverageRankIgnored,True,
m_ValidActOutTypes,skill_before,skill_after,skill_additional,
token_ignores,til_standard_riposte,
m_Tags,melee,riposte,mmd_corpse_u_riposte,
m_IsRiposteDamaging,True,
m_IsStallInvalidating,True,
element_end
element_start,mmd_corpse_u_riposte,ActorDataStats
key_map,health_damage,health_damage_range,crit_chance,
add_stats,6,2,0.1,
element_end
element_start,mmd_corpse_u_riposte,ActorDataEffects
target_effects,mmd_corpse_sporebound_buff_riposte_effect,
element_end


element_start,mmd_corpse_sporebound_buff_spawn_effect,Effect
m_Chance,1,
m_TokenAddId,deaths_door_armor,
m_TokenAddAmount,1,
m_ShowValue,False,
all_conditions,mmd_party_has_sporebound,
element_end

element_start,mmd_corpse_sporebound_buff_riposte_effect,Effect
m_Chance,1,
m_TokenAddId,vulnerable,
m_TokenAddAmount,1,
m_ShowValue,False,
all_conditions,mmd_party_has_sporebound,
element_end

element_start,mmd_corpse_sporebound_buff_health_effect,Effect
m_Chance,1,
buffs,mmd_corpse_sporebound_buff_health_buff,
all_conditions,mmd_party_has_sporebound,
element_end
element_start,mmd_corpse_sporebound_buff_health_buff,Buff
m_DurationType,combat_end,
m_DurationAmount,1,
element_end
element_start,mmd_corpse_sporebound_buff_health_buff,ActorDataStats
key_map,health_max,
add_stats,18,
element_end













element_start,mmd,ActorDataClass
m_Tags,hero,mmd,hard_target,ally,
m_Size,1,
m_IsTickTriggerValid,True,
m_IsStressTriggerValid,True,
m_IsBarkTriggerValid,True,
m_LocalizationGender,male,
overstresses,meltdown,resolute,
m_RosterOrderPriority,-1,
m_DefaultActorDataPathId,mmd_wanderer,
m_ReserveActorDataPathId,mmd_reserve,
m_IsStallCounted,True,
m_DeathLootIds,hero_bones,mmd_death_loot,
m_ResistMinOverrides,death,0.33,
m_StartingRosterStatusType,idle,
skill_sets,mmd_skill_kit_1,mmd_skill_kit_2,mmd_skill_kit_3,mmd_skill_kit_4,
m_IsRelationshipValid,True,
m_QuirkContainerId,roster_quirk_container,
m_IsActoutValid,True,
m_EquippedCombatSkillLimit,5,
element_end
element_start,mmd,ActorDataStats
key_map,health_max,speed,stress_max,deaths_door_chance,speed_number_of_turns,health_heal_percent_between_nodes,route_choice_chance,
add_stats,48,1,10,1,1,0.1,0.67,
sub_stat,resistance,stun,0.2,
sub_stat,resistance,blight,0.5,
sub_stat,resistance,bleed,0.3,
sub_stat,resistance,burn,0.2,
sub_stat,resistance,disease,0.5,
sub_stat,resistance,move,0.2,
sub_stat,resistance,debuff,0.2,
sub_stat,resistance,death,0.5,
sub_stat,route_choice_preference,Bridge,1,
sub_stat,route_choice_preference,Cache,1,
sub_stat,route_choice_preference,StoryCultist,1,
sub_stat,route_choice_preference,Dungeon,1,
sub_stat,route_choice_preference,Gate,1,
sub_stat,route_choice_preference,HeroSelect,1,
sub_stat,route_choice_preference,Hospital,1,
sub_stat,route_choice_preference,Inn,1,
sub_stat,route_choice_preference,Store,1,
sub_stat,route_choice_preference,StoryAssist,1,
sub_stat,route_choice_preference,StoryCosmic,1,
sub_stat,route_choice_preference,StoryHero,1,
sub_stat,route_choice_preference,StoryHeroReplacement,1,
sub_stat,route_choice_preference,StoryResist,1,
sub_stat,route_choice_preference,Unknown,1,
sub_stat,route_choice_preference,WatchTower,1,
sub_stat,route_choice_preference,Oasis,1,
sub_stat,route_choice_preference,CreatureDen,1,
element_end
element_start,mmd,ActorDataEffects
turn_skip_effects,stun_temp_resist_buff_e,
roster_status_exit_effects,hire_replaced_heal,hire_replaced_stress_heal,
deaths_door_survive_effects,deathblow_chance_shaping_heroes_e,
element_end
element_start,mmd,ActorDataExternalBuffs
buffs,mmd_ut_1,mmd_ut_4,mmd_ut_7,mmd_ut_8,mmd_ut_11,mmd_ut_12,mmd_signature_item_buff,
element_end
element_start,mmd_death_loot,LootTable
m_chances,1,
m_qtys,1,
m_ids,death_cap_spores,
m_types,item,
element_end

element_start,performer_is_mmd,Condition
m_ConditionType,class,
m_ConditionActorType,PERFORMER,
m_ConditionString,mmd,
m_ConditionNumberType,BOOL,
element_end
element_start,target_is_mmd,Condition
m_ConditionType,class,
m_ConditionActorType,TARGET,
m_ConditionString,mmd,
m_ConditionNumberType,BOOL,
element_end
element_start,hero_party_has_mmd,Condition
m_ConditionType,party_class,
m_ConditionString,mmd,
m_ConditionNumber,1,
m_ConditionNumberType,EQUAL,
element_end








// common skills
element_start,mmd_move,ActorDataSkill
m_IsFriendly,True,
m_IsFriendlySelfTargetValid,True,
m_LaunchRanks,0,1,2,3,
m_TargetRelativeRanks,-1,1,
m_IsMoveToTarget,True,
m_IsAlwaysTargetable,True,
m_AverageRankIgnored,True,
m_ValidActOutTypes,skill_block,
m_Tags,move,
m_IsAlwaysEquipped,True,
element_end
element_start,mmd_riposte,ActorDataSkill
m_IsFriendly,False,
launch_ranks,1,2,3,4,
target_ranks,1,2,3,4,
m_IsMultiHit,False,
m_AverageRankIgnored,True,
m_ValidActOutTypes,skill_before,skill_after,skill_additional,
token_ignores,til_standard_riposte,
m_Tags,melee,riposte,mmd_riposte,
m_IsRiposteDamaging,True,
m_IsStallInvalidating,True,
element_end
element_start,mmd_riposte,ActorDataStats
key_map,health_damage,health_damage_range,crit_chance,
add_stats,4,2,0.1,
element_end
element_start,mmd_riposte,ActorDataEffects
target_effects,mmd_riposte_token_effect,
element_end
element_start,mmd_riposte_token_effect,Effect
m_Chance,1,
m_TokenAddId,mmd_token_curse,
m_TokenAddAmount,1,
m_IsLockedTeamPosition,True,
element_end
element_start,mmd_act_out_enemy,ActorDataSkill
m_IsFriendly,False,
launch_ranks,1,2,3,4,
target_ranks,1,2,3,4,
m_IsMultiHit,False,
m_AverageRankIgnored,True,
m_ValidActOutTypes,skill_before,skill_after,skill_additional,
token_ignores,til_standard_act_out,
m_Tags,melee,act_out_enemy,mmd_act_out_enemy,
m_IsActOut,True,
m_IsStallInvalidating,False,
element_end
element_start,mmd_act_out_enemy,ActorDataStats
key_map,health_damage,health_damage_range,crit_chance,
add_stats,3,3,0.05,
element_end
element_start,mmd_act_out_enemy,ActorDataEffects
target_effects,mmd_act_out_token_effect,
element_end
element_start,mmd_act_out_friendly,ActorDataSkill
m_IsFriendly,True,
launch_ranks,1,2,3,4,
target_ranks,1,2,3,4,
m_IsMultiHit,False,
m_AverageRankIgnored,True,
m_ValidActOutTypes,skill_before,skill_after,skill_block,
token_ignores,til_standard_act_out,
m_Tags,melee,act_out_friendly,mmd_act_out_friendly,
m_IsActOut,True,
m_IsStallInvalidating,False,
element_end
element_start,mmd_act_out_friendly,ActorDataStats
key_map,health_damage,health_damage_range,crit_chance,
add_stats,3,3,0.05,
element_end
element_start,mmd_act_out_friendly,ActorDataEffects
target_effects,mmd_act_out_token_effect,
element_end
element_start,mmd_act_out_token_effect,Effect
m_Chance,0.33,
m_TokenAddId,mmd_token_curse,
m_TokenAddAmount,1,
m_IsLockedTeamPosition,True,
element_end
















// tokens
element_start,mmd_token_heal,Token
m_DurationType,round_end,
m_DurationAmount,3,
m_Limit,1,
m_Tags,token,top,mmd_token_spores,mmd_token_heal,
m_IsPerformer,True,
m_IsTarget,False,
m_IsRankToken,True,
m_TokenGlossaryHeroTag,mmd,
m_TokenGlossaryPathTag,mmd_wanderer,mmd_reserve,mmd_forager,mmd_mycologist,mmd_sporebound,
element_end
element_start,mmd_token_heal,DataExternalBuffs
buffs,mmd_token_heal_buff,
element_end
element_start,mmd_token_heal_buff,Buff
m_DurationType,infinite,
element_end
element_start,mmd_token_heal_buff,ActorDataEffects
turn_end_effects,mmd_token_heal_effect,
element_end
element_start,mmd_token_heal_effect,Effect
m_Chance,1,
m_DotRemoveAllTypes,blight,
element_end

element_start,mmd_token_heal_u,Token
m_DurationType,round_end,
m_DurationAmount,4,
m_Limit,1,
m_Tags,token,top,mmd_token_spores,mmd_token_heal,
m_IsPerformer,True,
m_IsTarget,False,
m_IsRankToken,True,
m_TokenGlossaryHeroTag,mmd,
m_TokenGlossaryPathTag,mmd_wanderer,mmd_reserve,mmd_forager,mmd_mycologist,mmd_sporebound,
element_end
element_start,mmd_token_heal_u,DataExternalBuffs
buffs,mmd_token_heal_u_buff,
element_end
element_start,mmd_token_heal_u_buff,Buff
m_DurationType,infinite,
element_end
element_start,mmd_token_heal_u_buff,ActorDataEffects
turn_end_effects,mmd_token_heal_u_effect,
element_end
element_start,mmd_token_heal_u_effect,Effect
m_Chance,1,
m_DotRemoveAllTypes,bleed,blight,
element_end



element_start,mmd_token_curse,Token
m_DurationType,round_end,
m_DurationAmount,2,
m_Limit,1,
m_Tags,token,top,mmd_token_spores,mmd_token_curse,
m_IsPerformer,True,
m_IsTarget,False,
m_IsRankToken,True,
m_TokenGlossaryHeroTag,mmd,
m_TokenGlossaryPathTag,mmd_wanderer,mmd_reserve,mmd_forager,mmd_mycologist,
element_end
element_start,mmd_token_curse,DataExternalBuffs
buffs,mmd_token_curse_buff,
element_end
element_start,mmd_token_curse_buff,Buff
m_DurationType,infinite,
element_end
element_start,mmd_token_curse_buff,ActorDataEffects
on_hit_as_target_to_target_effects,mmd_token_curse_add_meta_token_to_target,
on_hit_as_target_to_performer_effects,mmd_token_curse_add_meta_token_to_performer,
element_end
element_start,mmd_token_curse_add_meta_token_to_target,Effect
m_Chance,0.8,
m_TokenAddId,mmd_token_curse_meta_t_token,
m_TokenAddAmount,1,
m_ShowValue,False,
element_end
element_start,mmd_token_curse_add_meta_token_to_performer,Effect
m_Chance,1,
m_TokenAddId,mmd_token_curse_meta_p_token,
m_TokenAddAmount,1,
m_ShowValue,False,
element_end
element_start,mmd_token_curse_meta_t_token,Token
m_Chance,1,
m_ConsumeTypes,manual,
m_Limit,1,
m_Tags,token,bottom,
m_IsHidden,True,
element_end
element_start,mmd_token_curse_meta_target_has_t_tokens,Condition
m_ConditionType,token_amount,
m_ConditionActorType,TARGET,
m_ConditionString,mmd_token_curse_meta_t_token,
m_ConditionNumber,0,
m_ConditionNumberType,GREATER_THAN,
element_end
element_start,mmd_token_curse_meta_p_token,Token
m_Chance,1,
m_ConsumeTypes,manual,
m_Limit,1,
m_Tags,token,bottom,
m_IsHidden,True,
element_end
element_start,mmd_token_curse_meta_p_token,DataExternalBuffs
buffs,mmd_token_curse_meta_p_token_buff,
element_end
element_start,mmd_token_curse_meta_p_token_buff,Buff
m_DurationType,infinite,
element_end
element_start,mmd_token_curse_meta_p_token_buff,ActorDataEffects
turn_end_friendly_team_effects,mmd_token_curse_meta_p_token_convert_t_to_combo,mmd_token_curse_meta_remove_p_tokens,
turn_end_enemy_team_effects,mmd_token_curse_meta_p_token_convert_t_to_combo,mmd_token_curse_meta_remove_p_tokens,
element_end
element_start,mmd_token_curse_meta_p_token_convert_t_to_combo,Effect
m_Chance,1,
m_Priority,-10,
m_TokenConvertFromTokenIds,mmd_token_curse_meta_t_token,
m_TokenConvertToId,combo,
m_TokenConvertAmount,99,
all_conditions,mmd_token_curse_meta_target_has_t_tokens,
element_end
element_start,mmd_token_curse_meta_remove_p_tokens,Effect
m_Chance,1,
m_TokenRemoveId,mmd_token_curse_meta_p_token,
m_TokenRemoveAmount,99,
m_ShowValue,False,
m_IsVisible,False,
element_end

element_start,mmd_token_curse_u,Token
m_DurationType,round_end,
m_DurationAmount,2,
m_Limit,1,
m_Tags,token,top,mmd_token_spores,mmd_token_curse,
m_IsPerformer,True,
m_IsTarget,False,
m_IsRankToken,True,
m_TokenGlossaryHeroTag,mmd,
m_TokenGlossaryPathTag,mmd_wanderer,mmd_reserve,mmd_forager,mmd_mycologist,
element_end
element_start,mmd_token_curse_u,DataExternalBuffs
buffs,mmd_token_curse_u_buff,
element_end
element_start,mmd_token_curse_u_buff,Buff
m_DurationType,infinite,
element_end
element_start,mmd_token_curse_u_buff,ActorDataEffects
on_hit_as_target_to_target_effects,mmd_token_curse_u_add_meta_token_to_target,
on_hit_as_target_to_performer_effects,mmd_token_curse_u_add_meta_token_to_performer,
element_end
element_start,mmd_token_curse_u_add_meta_token_to_target,Effect
m_Chance,1,
m_TokenAddId,mmd_token_curse_u_meta_t_token,
m_TokenAddAmount,1,
m_ShowValue,False,
element_end
element_start,mmd_token_curse_u_add_meta_token_to_performer,Effect
m_Chance,1,
m_TokenAddId,mmd_token_curse_u_meta_p_token,
m_TokenAddAmount,1,
m_ShowValue,False,
element_end
element_start,mmd_token_curse_u_meta_t_token,Token
m_Chance,1,
m_ConsumeTypes,manual,
m_Limit,1,
m_Tags,token,bottom,
m_IsHidden,True,
element_end
element_start,mmd_token_curse_u_meta_target_has_t_tokens,Condition
m_ConditionType,token_amount,
m_ConditionActorType,TARGET,
m_ConditionString,mmd_token_curse_u_meta_t_token,
m_ConditionNumber,0,
m_ConditionNumberType,GREATER_THAN,
element_end
element_start,mmd_token_curse_u_meta_p_token,Token
m_Chance,1,
m_ConsumeTypes,manual,
m_Limit,1,
m_Tags,token,bottom,
m_IsHidden,True,
element_end
element_start,mmd_token_curse_u_meta_p_token,DataExternalBuffs
buffs,mmd_token_curse_u_meta_p_token_buff,
element_end
element_start,mmd_token_curse_u_meta_p_token_buff,Buff
m_DurationType,infinite,
element_end
element_start,mmd_token_curse_u_meta_p_token_buff,ActorDataEffects
turn_end_friendly_team_effects,mmd_token_curse_u_meta_p_token_convert_t_to_combo,mmd_token_curse_u_meta_remove_p_tokens,
turn_end_enemy_team_effects,mmd_token_curse_u_meta_p_token_convert_t_to_combo,mmd_token_curse_u_meta_remove_p_tokens,
element_end
element_start,mmd_token_curse_u_meta_p_token_convert_t_to_combo,Effect
m_Chance,1,
m_Priority,-10,
m_TokenConvertFromTokenIds,mmd_token_curse_u_meta_t_token,
m_TokenConvertToId,combo,
m_TokenConvertAmount,99,
all_conditions,mmd_token_curse_u_meta_target_has_t_tokens,
element_end
element_start,mmd_token_curse_u_meta_remove_p_tokens,Effect
m_Chance,1,
m_TokenRemoveId,mmd_token_curse_u_meta_p_token,
m_TokenRemoveAmount,99,
m_ShowValue,False,
m_IsVisible,False,
element_end


element_start,mmd_token_disturb,Token
m_DurationType,round_end,
m_DurationAmount,3,
m_Limit,1,
m_Tags,token,top,mmd_token_spores,mmd_token_disturb,
m_IsPerformer,True,
m_IsTarget,False,
m_IsRankToken,True,
m_TokenGlossaryHeroTag,mmd,
m_TokenGlossaryPathTag,mmd_wanderer,mmd_reserve,mmd_forager,mmd_mycologist,mmd_sporebound,
element_end
element_start,mmd_token_disturb,DataExternalBuffs
buffs,mmd_token_disturb_buff,
element_end
element_start,mmd_token_disturb_buff,Buff
m_DurationType,infinite,
element_end
element_start,mmd_token_disturb_buff,ActorDataEffects
round_start_effects,mmd_token_disturb_move_effect,
turn_start_effects,mmd_token_disturb_strength_effect,mmd_token_disturb_daze_effect,
element_end
element_start,mmd_token_disturb_move_effect,Effect
m_Chance,1,
m_IgnoreResist,True,
m_Move,1,
element_end
element_start,mmd_token_disturb_strength_effect,Effect
m_Chance,1,
m_TokenAddId,strength,
m_TokenAddAmount,1,
element_end
element_start,mmd_token_disturb_daze_effect,Effect
m_Chance,0.50,
m_TokenAddId,daze,
m_TokenAddAmount,1,
element_end

element_start,mmd_token_disturb_u,Token
m_DurationType,round_end,
m_DurationAmount,4,
m_Limit,1,
m_Tags,token,top,mmd_token_spores,mmd_token_disturb,
m_IsPerformer,True,
m_IsTarget,False,
m_IsRankToken,True,
m_TokenGlossaryHeroTag,mmd,
m_TokenGlossaryPathTag,mmd_wanderer,mmd_reserve,mmd_forager,mmd_mycologist,mmd_sporebound,
element_end
element_start,mmd_token_disturb_u,DataExternalBuffs
buffs,mmd_token_disturb_u_buff,
element_end
element_start,mmd_token_disturb_u_buff,Buff
m_DurationType,infinite,
element_end
element_start,mmd_token_disturb_u_buff,ActorDataEffects
round_start_effects,mmd_token_disturb_u_move_effect,
turn_start_effects,mmd_token_disturb_u_strength_effect,
element_end
element_start,mmd_token_disturb_u_move_effect,Effect
m_Chance,1,
m_Move,1,
m_IgnoreResist,True,
element_end
element_start,mmd_token_disturb_u_strength_effect,Effect
m_Chance,1,
m_TokenAddId,strength,
m_TokenAddAmount,1,
element_end


element_start,mmd_token_mire,Token
m_DurationType,round_end,
m_DurationAmount,2,
m_Limit,1,
m_Tags,token,top,mmd_token_spores,mmd_token_mire,
m_IsPerformer,True,
m_IsTarget,False,
m_IsRankToken,True,
m_TokenGlossaryHeroTag,mmd,
m_TokenGlossaryPathTag,mmd_sporebound,
element_end
element_start,mmd_token_mire,DataExternalBuffs
buffs,mmd_token_mire_buff,
element_end
element_start,mmd_token_mire_buff,Buff
m_DurationType,infinite,
element_end
element_start,mmd_token_mire_buff,ActorDataEffects
on_hit_as_target_to_target_effects,mmd_token_mire_add_meta_token_to_target,
on_hit_as_target_to_performer_effects,mmd_token_mire_add_meta_token_to_performer,
element_end
element_start,mmd_token_mire_add_meta_token_to_target,Effect
m_Chance,0.6,
m_TokenAddId,mmd_token_mire_meta_t_token,
m_TokenAddAmount,1,
m_ShowValue,False,
element_end
element_start,mmd_token_mire_add_meta_token_to_performer,Effect
m_Chance,1,
m_TokenAddId,mmd_token_mire_meta_p_token,
m_TokenAddAmount,1,
m_ShowValue,False,
element_end
element_start,mmd_token_mire_meta_t_token,Token
m_Chance,1,
m_ConsumeTypes,manual,
m_Limit,1,
m_Tags,token,bottom,
m_IsHidden,True,
element_end
element_start,mmd_token_mire_meta_target_has_t_tokens,Condition
m_ConditionType,token_amount,
m_ConditionActorType,TARGET,
m_ConditionString,mmd_token_mire_meta_t_token,
m_ConditionNumber,0,
m_ConditionNumberType,GREATER_THAN,
element_end
element_start,mmd_token_mire_meta_p_token,Token
m_Chance,1,
m_ConsumeTypes,manual,
m_Limit,1,
m_Tags,token,bottom,
m_IsHidden,True,
element_end
element_start,mmd_token_mire_meta_p_token,DataExternalBuffs
buffs,mmd_token_mire_meta_p_token_buff,
element_end
element_start,mmd_token_mire_meta_p_token_buff,Buff
m_DurationType,infinite,
element_end
element_start,mmd_token_mire_meta_p_token_buff,ActorDataEffects
turn_end_friendly_team_effects,mmd_token_mire_meta_p_token_convert_t_to_combo,mmd_token_mire_meta_remove_p_tokens,
turn_end_enemy_team_effects,mmd_token_mire_meta_p_token_convert_t_to_combo,mmd_token_mire_meta_remove_p_tokens,
element_end
element_start,mmd_token_mire_meta_p_token_convert_t_to_combo,Effect
m_Chance,1,
m_Priority,-10,
m_TokenConvertFromTokenIds,mmd_token_mire_meta_t_token,
m_TokenConvertToId,vulnerable,
m_TokenConvertAmount,99,
all_conditions,mmd_token_mire_meta_target_has_t_tokens,
element_end
element_start,mmd_token_mire_meta_remove_p_tokens,Effect
m_Chance,1,
m_TokenRemoveId,mmd_token_mire_meta_p_token,
m_TokenRemoveAmount,99,
m_ShowValue,False,
m_IsVisible,False,
element_end

element_start,mmd_token_mire_u,Token
m_DurationType,round_end,
m_DurationAmount,2,
m_Limit,1,
m_Tags,token,top,mmd_token_spores,mmd_token_mire,
m_IsPerformer,True,
m_IsTarget,False,
m_IsRankToken,True,
m_TokenGlossaryHeroTag,mmd,
m_TokenGlossaryPathTag,mmd_sporebound,
element_end
element_start,mmd_token_mire_u,DataExternalBuffs
buffs,mmd_token_mire_u_buff,
element_end
element_start,mmd_token_mire_u_buff,Buff
m_DurationType,infinite,
element_end
element_start,mmd_token_mire_u_buff,ActorDataEffects
on_hit_as_target_to_target_effects,mmd_token_mire_u_add_meta_token_to_target,
on_hit_as_target_to_performer_effects,mmd_token_mire_u_add_meta_token_to_performer,
element_end
element_start,mmd_token_mire_u_add_meta_token_to_target,Effect
m_Chance,0.8,
m_TokenAddId,mmd_token_mire_u_meta_t_token,
m_TokenAddAmount,1,
m_ShowValue,False,
element_end
element_start,mmd_token_mire_u_add_meta_token_to_performer,Effect
m_Chance,1,
m_TokenAddId,mmd_token_mire_u_meta_p_token,
m_TokenAddAmount,1,
m_ShowValue,False,
element_end
element_start,mmd_token_mire_u_meta_t_token,Token
m_Chance,1,
m_ConsumeTypes,manual,
m_Limit,1,
m_Tags,token,bottom,
m_IsHidden,True,
element_end
element_start,mmd_token_mire_u_meta_target_has_t_tokens,Condition
m_ConditionType,token_amount,
m_ConditionActorType,TARGET,
m_ConditionString,mmd_token_mire_u_meta_t_token,
m_ConditionNumber,0,
m_ConditionNumberType,GREATER_THAN,
element_end
element_start,mmd_token_mire_u_meta_p_token,Token
m_Chance,1,
m_ConsumeTypes,manual,
m_Limit,1,
m_Tags,token,bottom,
m_IsHidden,True,
element_end
element_start,mmd_token_mire_u_meta_p_token,DataExternalBuffs
buffs,mmd_token_mire_u_meta_p_token_buff,
element_end
element_start,mmd_token_mire_u_meta_p_token_buff,Buff
m_DurationType,infinite,
element_end
element_start,mmd_token_mire_u_meta_p_token_buff,ActorDataEffects
turn_end_friendly_team_effects,mmd_token_mire_u_meta_p_token_convert_t_to_combo,mmd_token_mire_u_meta_remove_p_tokens,
turn_end_enemy_team_effects,mmd_token_mire_u_meta_p_token_convert_t_to_combo,mmd_token_mire_u_meta_remove_p_tokens,
element_end
element_start,mmd_token_mire_u_meta_p_token_convert_t_to_combo,Effect
m_Chance,1,
m_Priority,-10,
m_TokenConvertFromTokenIds,mmd_token_mire_u_meta_t_token,
m_TokenConvertToId,vulnerable,
m_TokenConvertAmount,99,
all_conditions,mmd_token_mire_u_meta_target_has_t_tokens,
element_end
element_start,mmd_token_mire_u_meta_remove_p_tokens,Effect
m_Chance,1,
m_TokenRemoveId,mmd_token_mire_u_meta_p_token,
m_TokenRemoveAmount,99,
m_ShowValue,False,
m_IsVisible,False,
element_end




element_start,mmd_has_token_spores,Condition
m_ConditionType,token_tag_amount,
m_ConditionActorType,TARGET,
m_ConditionString,mmd_token_spores,
m_ConditionNumber,1,
m_ConditionNumberType,GREATER_THAN_OR_EQUAL,
element_end
element_start,mmd_has_token_heal,Condition
m_ConditionType,token_tag_amount,
m_ConditionActorType,TARGET,
m_ConditionString,mmd_token_heal,
m_ConditionNumber,1,
m_ConditionNumberType,GREATER_THAN_OR_EQUAL,
element_end
element_start,mmd_has_token_disturb,Condition
m_ConditionType,token_tag_amount,
m_ConditionActorType,TARGET,
m_ConditionString,mmd_token_disturb,
m_ConditionNumber,1,
m_ConditionNumberType,GREATER_THAN_OR_EQUAL,
element_end
element_start,mmd_has_token_curse,Condition
m_ConditionType,token_tag_amount,
m_ConditionActorType,TARGET,
m_ConditionString,mmd_token_curse,
m_ConditionNumber,1,
m_ConditionNumberType,GREATER_THAN_OR_EQUAL,
